Name,Similarity_X,Similarity_Y
BE,0.95714423540762184,0.78144410473337145
BC,0.89354438794760771,0.69920087108637174
DG,0.8924219857519694,0.69822874852367001
DE,0.92453041144901604,0.73171160376565592
AD,0.92652209553618003,0.73355343392746786
AB,0.95672974902096963,0.78069079733565194
EH,0.9248434237995824,0.73208250804164055
EF,0.96045655233578198,0.78709136866273444
CF,0.8908597999964093,0.69749713137712199
GH,0.89027301610094955,0.69711922650698666
F1,0.88918807331215111,0.69655237499430989
F2,0.99390413370143216,0.89214700969959337
F3,0.95468301239422504,0.77713478115531132
F4,0.92854793192402918,0.7127164098396026
F5,0.91963980004108747,0.70090531455072347
F6,0.8975562658143561,0.67624001260852806
H2,0.88915195867412822,0.69631916484963452
H3,0.92430115542303393,0.73151576370263727
H1,0.99366824380740326,0.87567764597065945
H6,0.92926778005917254,0.6810785117383088
H4,0.95948941887806516,0.73846134460689872
H5,0.95486186101373915,0.72504863386391527
