Name,Similarity_X,Similarity_Y
AC,0.96408126044885767,0.749848852919899
AB,0.95363002259553986,0.71473549271757453
B4,0.93611591206448175,0.68620408561579704
B5,0.93842392448308809,0.68982936203423961
B6,0.92501865405070727,0.66666666666666663
B1,0.95538996190603487,0.7289318287442409
B2,0.89841868939936231,0.66666666666666663
B3,0.95729175352288831,0.73097777648044204
C3,0.9417636125834653,0.72416787051430775
C2,0.96569425106104578,0.74977278865589214
C1,0.93594275368566249,0.71844581091973791
C6,0.9441863508473467,0.70205450436774131
C5,0.92250934829059839,0.69253688897297838
C4,0.92053553586891368,0.68994573885198862
