Name,Similarity_X,Similarity_Y
BE,0.98048137157929449,0.78062894789762438
BC,0.93162535351854936,0.6984492040462712
DG,0.95051453829684374,0.73694161626768562
DE,0.93955094991364418,0.70530852129616317
AD,0.98003985386914649,0.78334393487614662
AB,0.94167875511011478,0.7036509140002345
EH,0.95121240682032393,0.7347531740574631
EF,0.92946085907255027,0.70001779496286021
CF,0.97968504203386386,0.79180216672898462
GH,0.93640174828293643,0.73119124470115382
F1,0.94426552628337124,0.73584370783913011
F2,0.94275097937017671,0.71501360409983783
F3,0.89696525998361487,0.69232805923086027
F4,0.95812318257240969,0.72374809646258897
F5,0.99154814839957917,0.85108721295618683
F6,0.98516752076039704,0.81361950781663672
H2,0.89830304489108193,0.68857481783960239
H3,0.93640174828293643,0.73119124470115382
H1,0.92590390747446349,0.72361807462798189
H6,0.8911490495217339,0.68681858988294331
H4,0.86615733355721602,0.66755501453228649
H5,0.88734203582835725,0.68606943008893961
