Name,Similarity_X,Similarity_Y
AC,0.93450389141632517,0.74411993692482092
AB,0.86564987021901885,0.71651481224272129
B4,0.90704969456826812,0.75545008366535893
B5,0.82188483223177144,0.69568025592720517
B6,0.80351966448058221,0.68701367205391295
B1,0.82173848784916492,0.69561513557089916
B2,0.80429285141553075,0.68723766470010483
B3,0.7541545314373822,0.66981989892480542
C3,0.91209609203180508,0.69088524563569886
C2,0.90607794842074763,0.70923633469031877
C1,0.90385613644790508,0.71373619575438851
C6,0.90622623057698581,0.70932901787212677
C5,0.90384544072384776,0.71375594916912721
C4,0.8890885331590983,0.72304773048343673
