Name,Similarity_X,Similarity_Y
BE,0.93176419388180676,0.7313238401212443
BC,0.98395701903817001,0.8414313796957541
DG,0.94827386180950324,0.71445821510264995
DE,0.97376359172220273,0.78897776373652184
AD,0.92991202346041058,0.7325184453023752
AB,0.96555127450794309,0.79330835400713595
EH,0.94735950965950455,0.72403232134598061
EF,0.97383635132554391,0.78524677640196328
CF,0.93762416996295039,0.73362969450621185
GH,0.98262207829683546,0.76892978856404659
F1,0.93706715854783262,0.70751600915083512
F2,0.94521841403415774,0.71038174770105977
F3,0.97832052689352356,0.79355913449821125
F4,0.9493639488324298,0.74510666081583832
F5,0.95173084718281309,0.70580497825310118
F6,0.96311488858989935,0.73181813782385363
H2,0.99516408157984115,0.86027987554394758
H3,0.96067998527590948,0.73860731206831509
H1,0.97788762132346918,0.76701331812631823
H6,0.98612357390078187,0.7847461559903397
H4,0.90387537993920974,0.69330318287604054
H5,0.97910892186831811,0.74449018515458054
