Name,Similarity_X,Similarity_Y
BE,0.97502855202642214,0.70094809250063783
BC,0.90177760477487989,0.66666666666666663
DG,0.90334283493132939,0.66666666666666663
DE,0.98044152414873043,0.70872379478209846
AD,0.93066590836859975,0.70019998105683667
AB,0.93712882114436646,0.70912912001869122
EH,0.96575530777455321,0.66666666666666674
EF,0.97011270476219447,0.66666666666666663
CF,0.95893561628519863,0.70530533139775864
GH,0.96050003221857083,0.71449168034192534
F1,0.95514235012730497,0.66666666666666663
F2,0.98878600344330181,0.7645461051224639
F3,0.91405385466617484,0.66666666666666663
F4,0.99757221880762148,0.85364433935072914
F5,0.94095750504402775,0.66666666666666663
F6,0.96430674241339254,0.71145722192242145
H2,0.94523023241323445,0.66666666666666663
H3,0.96050003221857083,0.71449168034192534
H1,1.0,1.0
H6,0.96860814525925454,0.72399589693271271
H4,0.95511010292733356,0.66666666666666663
H5,0.93634935595350299,0.66666666666666663
