Name,Similarity_X,Similarity_Y
BE,0.89149996281698518,0.70650050860805169
BC,0.91014931992903603,0.71748949539646301
DG,0.90010597356238498,0.71188328848256954
DE,0.90304543929623149,0.71445775903529207
AD,0.86644508773810802,0.68496452051781587
AB,0.85503422703936116,0.68029673797189594
EH,0.91690789811753826,0.69905067702326229
EF,0.89006444498052872,0.68506488123643172
CF,0.90438328935193113,0.69088636126156144
GH,0.9190279249410398,0.6997621552790424
F1,0.85397701968468864,0.67979000425338332
F2,0.9163172482410632,0.71117435216243585
F3,0.86235885014070457,0.68263420077086001
F4,0.94245396152645666,0.70257913323076271
F5,0.89028634437131726,0.68512818504452377
F6,0.9523236421780169,0.73780620145525799
H2,0.89240875139058107,0.69373486876707902
H3,0.88970314906271575,0.69299643390329946
H1,0.89015969689458585,0.6932906604783815
H6,0.91885147837976411,0.69965487328172815
H4,0.99640640313622997,0.88149360502406515
H5,0.91681652366027844,0.69893149617783623
