Name,Similarity_X,Similarity_Y
AC,1.0,1.0
AB,1.0,1.0
B4,0.83840783128194052,0.71459088175881746
B5,0.7600156596633173,0.68075560037903737
B6,0.87046219010838422,0.73490931931537651
B1,0.87318523701241912,0.73683419412431506
B2,1.0,1.0
B3,0.81008902077151335,0.70003739849010993
C3,0.81008902077151335,0.70003739849010993
C2,1.0,1.0
C1,0.87318523701241912,0.73683419412431506
C6,0.87046219010838422,0.73490931931537651
C5,0.7600156596633173,0.68075560037903737
C4,0.83840783128194052,0.71459088175881746
