Name,Similarity_X,Similarity_Y
BE,0.94631166797180888,0.67266389232132751
BC,0.95779993467000579,0.67893904524705251
DG,0.93928066593372073,0.66883741156783938
DE,0.93602172608709389,0.67042870138325072
AD,0.94440089058923138,0.67185111391247176
AB,0.95209506330295213,0.6719687147184169
EH,0.95170748533977234,0.67941334179906665
EF,0.94476900243155337,0.67810747973769181
CF,0.96319759145719974,0.6955875799459672
GH,0.9496521820507221,0.67216256656022233
F1,0.96599993680285645,0.708154178304641
F2,0.94236084935293385,0.67143071226935425
F3,0.97028427831003616,0.71115507211584839
F4,0.93794018254745282,0.67206079843977951
F5,0.95686262211280626,0.68595109966426793
F6,0.95990846968842081,0.68983288929109821
H2,0.94974733295901181,0.67223123735303503
H3,0.95685809651558162,0.68058588852547042
H1,0.95255577520474444,0.68099160704316497
H6,0.95520483127879463,0.67631129626034081
H4,0.95176415242276924,0.67959560093703542
H5,0.95572823395674034,0.67746399301740057
