Name,Similarity_X,Similarity_Y
BE,0.84179222839016654,0.67857277918477388
BC,0.89510971546739171,0.71516677700590581
DG,0.89728327228327232,0.71582007457393049
DE,0.8895588459777134,0.71100154373404734
AD,0.90417357239716734,0.71768766127268546
AB,0.85273801894182155,0.67923968985839722
EH,0.87575589935331255,0.7033363141109682
EF,0.82633330335461819,0.67415660074277961
CF,0.87593862850373549,0.70374096479283577
GH,0.8776440519559785,0.70427611134678836
F1,0.88264662509105773,0.69049873132520001
F2,0.99175960787099526,0.8673790574492074
F3,0.85633913151850727,0.68043945086060109
F4,0.82880166550009882,0.67431381889212583
F5,0.93942256821101966,0.75107882878988452
F6,0.96763598064942258,0.78021710045792747
H2,0.92889675160913909,0.73846653343971014
H3,0.90057177363047947,0.71562997112941762
H1,0.92929635278389722,0.73898867368029142
H6,0.90192071151480746,0.71717911071434171
H4,0.8736130935388714,0.70180315652342973
H5,0.99417085427135676,0.90592803660063326
