Name,Similarity_X,Similarity_Y
AC,0.95083898493966312,0.69141210294990452
AB,0.98838709677419356,0.78015295261443895
B4,0.96383794759403096,0.72076229567636585
B5,0.98838709677419356,0.78015295261443895
B6,1.0,1.0
B1,0.9531957255518051,0.67327738751526134
B2,0.94065608865382189,0.67181852861774527
B3,0.97575506563017711,0.73925540960584946
C3,0.96321727917472599,0.71976492994533392
C2,0.99888520830679062,0.92002456510957609
C1,0.98837191005932057,0.78000710439464815
C6,0.94105614300100715,0.67185589174045379
C5,0.95083898493966312,0.69141210294990452
C4,0.97384128640855872,0.75237860625235364
