Name,Similarity_X,Similarity_Y
BE,0.97047285996655008,0.66666666666666663
BC,0.97496139755972022,0.66666666666666663
DG,0.97519410349159263,0.66666666666666674
DE,0.97047285996655008,0.66666666666666663
AD,0.98519273424854625,0.66666666666666663
AB,0.98519273424854625,0.66666666666666663
EH,0.94927300094657296,0.66666666666666663
EF,0.94943602314865105,0.66666666666666663
CF,0.95410945150677307,0.66666666666666663
GH,0.95419022024526612,0.66666666666666674
F1,0.94886522400571272,0.66666666666666674
F2,0.99836893447507913,0.89555442549892061
F3,0.9485877548485272,0.66666666666666663
F4,0.92202375266660297,0.66666666666666674
F5,0.96463248673527124,0.66666666666666663
F6,0.92174910028981816,0.66666666666666663
H2,0.9378843016689673,0.66666666666666663
H3,0.94842446925812618,0.66666666666666663
H1,0.94870202459321817,0.66666666666666663
H6,0.92157737147225582,0.66666666666666663
H4,0.9218521113304885,0.66666666666666663
H5,0.96447414702778755,0.66666666666666674
