Name,Similarity_X,Similarity_Y
BE,0.9254545780905028,0.72209914470725323
BC,0.93116031016455569,0.72001483919679132
DG,0.92600149985175884,0.7130752967997267
DE,0.94656264341441021,0.75249357717825749
AD,0.92158851818455068,0.73102399925792461
AB,0.90082250128515828,0.70927592132589734
EH,0.93627672387834993,0.74638771017240668
EF,0.9087661094806686,0.71289458756547308
CF,0.93385574354407841,0.72788606377691945
GH,0.9345,0.72944182469050778
F1,0.88611246326644677,0.69605308541985211
F2,0.90112587375273456,0.70088951272928735
F3,0.96674437240474975,0.78466394538106954
F4,0.92425825323861266,0.71096415716220351
F5,0.91009722171649121,0.71353988013009584
F6,0.93718293046851686,0.74511574949134474
H2,0.92425688073394496,0.72736301938267367
H3,0.99513020588511802,0.90461024238106991
H1,0.91187853527835672,0.72052180772014407
H6,0.96556375619062307,0.79689117765116624
H4,0.90628085228598609,0.70689689346676599
H5,0.93754111610247537,0.74752760735117352
