Name,Similarity_X,Similarity_Y
BE,0.97738987638177199,0.68161745231289939
BC,0.97017850035210185,0.67773967315015538
DG,0.9651430148073209,0.6710812458377361
DE,0.97146348915368164,0.67678935856653233
AD,0.95821309915615105,0.68245743993216401
AB,0.96153249091868731,0.68196415709554481
EH,0.94909729187562686,0.67609052605279063
EF,0.95416143483854965,0.67073915251609861
CF,0.95398351648351642,0.67777111774230181
GH,0.94608876167709877,0.67608895027375404
F1,0.91158193472623184,0.67430546715472461
F2,0.9570253535011245,0.66666666666666663
F3,0.95260959032237946,0.67485209621431808
F4,0.96964380815137374,0.70682164584146912
F5,0.95887989580426081,0.67684025283760885
F6,0.95886637112096262,0.69780798903965924
H2,0.94564083399511067,0.66666666666666663
H3,0.95027345658581175,0.68244856998899039
H1,0.9030852994555354,0.67519201467522816
H6,0.93165116316303498,0.67684317622501777
H4,0.93834434044440218,0.67463085071751427
H5,0.94417882839810008,0.67144023137276621
