Name,Similarity_X,Similarity_Y
AC,0.91770390979645622,0.72095952709579336
AB,0.70093629520837153,0.67162661018859848
B4,0.65522540983606559,0.66592778696786559
B5,0.99306952828079587,0.9213378536598309
B6,0.66929069956175946,0.66674662950798258
B1,0.65065001585404525,0.66421192204026258
B2,0.47234686290095129,0.64576639749183629
B3,0.71957709501170797,0.68410154503286302
C3,0.46144437082717499,0.64636629203972873
C2,0.81519068262181116,0.68713275641972216
C1,0.79104793007396013,0.67645985894027383
C6,0.95419594325865043,0.72264549350340523
C5,0.6552092228864218,0.66592528014087826
C4,0.98939624205581655,0.8439603837588826
