Name,Similarity_X,Similarity_Y
BE,0.95122843285362169,0.69099521011262399
BC,0.94323159468730766,0.73440087565157097
DG,0.9651183548145239,0.77479844645328733
DE,0.93385666521296695,0.68421602342623455
AD,0.9460786096062247,0.74896893140464371
AB,0.92690246516613073,0.72194719018380615
EH,0.96779241916804903,0.70199245094123175
EF,0.94854721549636811,0.689160701428436
CF,0.94677100958826854,0.73967333563949444
GH,0.92943711748987157,0.71192233992104947
F1,0.89902857429483862,0.67871394548565755
F2,0.99909614354579535,0.94184899321072335
F3,0.94729327781082695,0.72570559035343596
F4,0.91387585042982966,0.70594442461892748
F5,0.94677100958826854,0.73967333563949444
F6,0.95100038231171147,0.69208577132479576
H2,0.91808234482305395,0.68185041604786034
H3,0.90171289424087264,0.67908217570427432
H1,0.98055177167615837,0.77808253296787666
H6,0.96710382171585962,0.700629148502112
H4,0.92833376433066117,0.71090365125695576
H5,0.92823810017629371,0.71178503419546535
