Name,Similarity_X,Similarity_Y
BE,0.98346589841548193,0.74880184912907299
BC,0.95614792036023033,0.68553338460412705
DG,0.94973619306297019,0.67303487821701946
DE,0.9454995224749887,0.67158968212703429
AD,0.98159855674954899,0.74335418974717793
AB,0.9456873019359292,0.67356460307619559
EH,0.95531370836971441,0.67825712139263272
EF,0.9568335186084016,0.68443511922407985
CF,0.98139257585741624,0.74268015538231291
GH,0.95185536399956472,0.6711795693491559
F1,0.97874005886404902,0.73064225098694058
F2,0.9966313084624665,0.85729915977346793
F3,0.96063456583154827,0.68056942216372307
F4,0.99087745697357288,0.79300371057058228
F5,0.97769965945292758,0.73007253159052532
F6,0.97512312160626335,0.7286148636382328
H2,0.94988297706350455,0.67276679391888738
H3,0.95864830187512562,0.67301614962638201
H1,0.95109365012550084,0.67324822084987357
H6,0.94355459846901091,0.67321545732154342
H4,0.95000390228674003,0.67327161229285259
H5,0.94711508407826472,0.67147361504542158
