Name,Similarity_X,Similarity_Y
BE,0.94392763200102647,0.68909967965952612
BC,0.90834431194073262,0.69277424747695893
DG,0.90854962615703116,0.69290476364815634
DE,0.93293387115671078,0.7025639574763819
AD,0.93296734564078532,0.70259541237034007
AB,0.94354269583627381,0.68869746503912144
EH,0.93296734564078532,0.70259541237034007
EF,0.94341438378135634,0.68856427803456655
CF,0.90731774085924011,0.69212830372589185
GH,0.90923400687802625,0.69334305615688652
F1,0.90731774085924011,0.69212830372589185
F2,0.94369055168040583,0.68024949996640272
F3,0.94296529158914477,0.68810156697630664
F4,0.94530503892908602,0.69678480196509596
F5,0.99662560608046125,0.88591277903075905
F6,0.99059177565766632,0.83243247886857763
H2,0.91621885282494753,0.68369967061494996
H3,0.93293387115671078,0.7025639574763819
H1,0.99448483329155168,0.88997875655742764
H6,0.91302394692283773,0.69943330655178315
H4,0.92395822771976077,0.69903865479755889
H5,0.90923400687802625,0.69334305615688652
