Name,Similarity_X,Similarity_Y
BE,0.96468584157767157,0.73377977066474975
BC,0.96589193093033943,0.73759073375389728
DG,0.96311703626060463,0.73065205584162185
DE,0.96480602389916514,0.73361769236455809
AD,0.96409662756847858,0.75377568835969233
AB,0.96376675808732093,0.75341550707552385
EH,0.97683578730188503,0.72272973202214741
EF,0.97564787895839189,0.71926866892831065
CF,0.97490994518402507,0.71954510557570173
GH,0.97475995371094359,0.71739752677752033
F1,0.93692904314527259,0.68973530388527327
F2,0.99336446301302528,0.78677941302231313
F3,0.97660320166714032,0.733109095203206
F4,0.97762343348935532,0.66666666666666674
F5,0.95739931762380026,0.70148076258095904
F6,0.94690953878066964,0.69940551206274015
H2,0.95994101744900462,0.66666666666666674
H3,0.97189858229926429,0.7202874125415426
H1,0.93858410813091242,0.69130340255701683
H6,0.94947006774057618,0.7025297185374767
H4,0.97762343348935532,0.66666666666666663
H5,0.95577309397021781,0.69910256321415609
