Name,Similarity_X,Similarity_Y
BE,0.91692368265634228,0.68037159093419053
BC,0.92912096906203967,0.68799397531528061
DG,0.95031560527467041,0.6745203080634159
DE,0.91165322188745257,0.67083706491294559
AD,0.97027526297308442,0.67345934018857045
AB,0.95786660074471208,0.67139441874226136
EH,0.85969958453179929,0.68093693379992448
EF,0.84100756407431887,0.68197522058210391
CF,0.85678180286436401,0.68681236521459399
GH,0.85783042053522662,0.67007272240668925
F1,0.85229184549356229,0.67015993006350516
F2,0.73703533731069293,0.67131357942783287
F3,0.95996780560719008,0.78479887600043075
F4,0.7497322228780029,0.67882846482869819
F5,0.80410005354547542,0.67868320360978085
F6,0.76886575845706406,0.67220092970619572
H2,0.96057416636200965,0.78684807533644163
H3,0.7503377315543055,0.66691866619941464
H1,0.87734593371489422,0.66793371158185
H6,0.80021434642817546,0.67316369188501901
H4,0.72817797945421314,0.6729215401831653
H5,0.77664093377165444,0.66940224719524688
