Name,Similarity_X,Similarity_Y
BE,0.97215105639660626,0.76030814565864846
BC,0.96796853503390901,0.73247878770489638
DG,0.96634996681935159,0.72900992456332714
DE,0.95872635624095426,0.73205244950491621
AD,0.95539917818702069,0.72662730061957759
AB,0.97091998003659963,0.75717105364616233
EH,0.96035667348738163,0.73489817432432214
EF,0.97215105639660626,0.76030814565864846
CF,0.96961947461275755,0.73622854582423158
GH,0.96796853503390901,0.73247878770489638
F1,0.97321013095792053,0.76253141025596294
F2,0.93900202229224472,0.6670631623066936
F3,0.96961947461275755,0.73622854582423158
F4,0.95192096597145992,0.67977741955243254
F5,0.99750736460457734,0.89473174924459586
F6,0.95315191181536341,0.67980688445758175
H2,0.94572817055964886,0.67293946035628327
H3,0.99753981613362686,0.89531521578372386
H1,0.95983248300732882,0.73339439492871583
H6,0.9491599730690341,0.67530613606462853
H4,0.95356823634567434,0.68172748899530822
H5,0.96796853503390901,0.73247878770489638
