Name,Similarity_X,Similarity_Y
AC,0.86714846169729509,0.71215487855444848
AB,0.86702314346470666,0.71206958720130342
B4,0.86723799690242642,0.71221587007478404
B5,0.93287343027098479,0.76188204677398719
B6,0.93198149830676469,0.76085557386829283
B1,0.86702314346470666,0.71206958720130342
B2,1.0,1.0
B3,0.86732755059892608,0.71227691927774606
C3,0.86737033441431022,0.71231975299615857
C2,0.86723799690242642,0.71221587007478404
C1,0.86714846169729509,0.71215487855444848
C6,0.86586398463476588,0.71152318581887075
C5,0.86632650953335122,0.71179465766394656
C4,1.0,1.0
