Name,Similarity_X,Similarity_Y
AC,0.84663422857361792,0.69144995647498408
AB,0.86549412679400706,0.71373569742857101
B4,0.86549412679400706,0.71373569742857101
B5,0.84720972527998462,0.69155693074125923
B6,0.84688793499923354,0.69160157510327769
B1,0.9108698565875889,0.72639404671976471
B2,0.8661943702831677,0.71415585363756173
B3,1.0,1.0
C3,0.84691589859543559,0.69160231235782255
C2,0.91150205051550348,0.72708343834756761
C1,0.885116115411682,0.68896214804102007
C6,0.8303607584907654,0.67082384614479984
C5,0.88488601182099635,0.6888117229844094
C4,0.84663422857361792,0.69144995647498408
