Name,Similarity_X,Similarity_Y
BE,0.91110778555127381,0.72122735642006119
BC,0.89326446790882974,0.6936950683932096
DG,0.89175594345117282,0.69324165666735793
DE,0.91162808121675276,0.72194717790564333
AD,0.9480829328942505,0.72129312457329131
AB,0.94824461300933072,0.72092474914143534
EH,0.79749011161962358,0.68607448266343651
EF,0.79677734172221182,0.68614331597205336
CF,0.87863114913474627,0.70845552547778434
GH,0.88091543832428232,0.70923527976879885
F1,0.99593060612550866,0.92547214432082714
F2,0.70340432811564446,0.67025359490320391
F3,0.76697741470446901,0.67237419383891894
F4,0.87958849660977323,0.70935494234825491
F5,0.78524194588222296,0.67025454831444797
F6,0.82625259755252833,0.68536102579559555
H2,0.97701198447562587,0.84198020012713604
H3,0.82642124436775,0.68488876355175532
H1,0.70299017513882966,0.67017004258992019
H6,0.76791677862654029,0.67236834864394002
H4,0.69689431336727958,0.66696748202639278
H5,0.78667377202815192,0.67015054043788091
