Name,Similarity_X,Similarity_Y
BE,0.93867575650384283,0.68558827342718975
BC,0.91653398552270893,0.68039146685220708
DG,0.93270705521472397,0.6762547012954444
DE,0.96362432739802761,0.75144644412578498
AD,0.94847364676072954,0.73613767282780984
AB,0.91616038882138517,0.68032484668265236
EH,0.94693612882308442,0.74724980602531754
EF,0.90947014406519311,0.6687476860426852
CF,0.89269677760169042,0.67066248019490937
GH,0.88396371437741772,0.67573565690124859
F1,0.90160767492878424,0.67099679438382676
F2,0.90927611686904775,0.66864983828778679
F3,0.9207189008064387,0.67023786583718947
F4,0.93449204175128697,0.66703311018474909
F5,0.87128141598927489,0.67253227890480605
F6,0.91851423430370793,0.67014555604994597
H2,0.9464678122410749,0.74661429123973133
H3,0.92149025765469994,0.71674057611684383
H1,0.94292550179898826,0.74622734049862449
H6,0.91460252168470002,0.71185311840461851
H4,0.91963630005245667,0.70858882678492463
H5,0.99707213202022893,0.92548898622006737
